id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,day_of_week
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,5.48,5.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,1.98,5.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,397,1,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,9.42,5.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,6.68,5.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,397,4,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,3.98,5.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,397,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,397,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,4.97,5.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,397,2,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,9.98,5.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,397,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,6.97,5.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,397,0,2012-02-29,11205.0,Wednesday,5.0,2.0,2012.0,LentWeek2,Religious,,,0.0,0.0,0.0,6.67,5.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,397,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,398,1,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,2.24,6.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,2.0,6.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,398,6,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,4.74,6.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,398,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,398,3,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,1.18,6.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,1.98,6.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,5.48,6.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,1.98,6.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,9.42,6.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,398,1,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,6.68,6.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,398,3,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,3.98,6.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,398,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,398,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,4.97,6.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,398,1,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,9.98,6.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,398,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,398,0,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,6.97,6.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,398,1,2012-03-01,11205.0,Thursday,6.0,3.0,2012.0,,,,,1.0,1.0,0.0,6.67,6.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,398,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,2.24,7.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,2.0,7.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,399,1,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,4.74,7.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,399,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,399,7,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,1.18,7.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,399,1,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,1.98,7.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,5.48,7.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,1.98,7.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,399,2,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,9.42,7.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,399,1,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,6.68,7.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,399,3,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,3.98,7.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,399,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,399,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,4.97,7.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,399,3,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,9.98,7.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,399,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,399,0,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,6.97,7.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,399,1,2012-03-02,11205.0,Friday,7.0,3.0,2012.0,,,,,1.0,0.0,1.0,6.67,7.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,399,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.24,1.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.0,1.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,400,1,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.74,1.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,400,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,400,11,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.18,1.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,400,2,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,1.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,400,6,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,5.48,1.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,1.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.42,1.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,400,1,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.68,1.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,3.98,1.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,400,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,400,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.97,1.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,400,1,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.98,1.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,400,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.97,1.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,400,0,2012-03-03,11206.0,Saturday,1.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.67,1.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,400,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,2.24,2.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,2.0,2.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,401,2,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,4.74,2.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,401,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,401,9,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,1.18,2.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,1.98,2.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,401,1,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,5.48,2.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,1.98,2.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,9.42,2.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,6.68,2.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,3.98,2.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,401,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,401,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,401,1,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,4.97,2.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,401,1,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,9.98,2.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,401,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,401,1,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,6.97,2.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,401,0,2012-03-04,11206.0,Sunday,2.0,3.0,2012.0,,,,,1.0,0.0,0.0,6.67,2.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,401,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.24,3.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.0,3.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,402,1,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.74,3.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,402,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,402,7,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.18,3.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,3.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,5.48,3.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,3.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.42,3.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.68,3.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,3.98,3.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,402,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,402,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,402,3,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.97,3.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.98,3.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,402,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,402,0,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.97,3.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,402,2,2012-03-05,11206.0,Monday,3.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.67,3.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,402,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.24,4.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,2.0,4.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.74,4.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,403,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,403,6,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.18,4.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,4.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,403,2,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,5.48,4.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,1.98,4.0
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.42,4.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.68,4.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,3.98,4.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,403,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,403,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,403,1,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,4.97,4.0
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,9.98,4.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,403,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.97,4.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,403,0,2012-03-06,11206.0,Tuesday,4.0,3.0,2012.0,,,,,1.0,1.0,1.0,6.67,4.0
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,403,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,404,0,2012-03-07,11206.0,Wednesday,5.0,3.0,2012.0,,,,,1.0,1.0,0.0,2.24,5.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,404,0,2012-03-07,11206.0,Wednesday,5.0,3.0,2012.0,,,,,1.0,1.0,0.0,2.0,5.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,404,2,2012-03-07,11206.0,Wednesday,5.0,3.0,2012.0,,,,,1.0,1.0,0.0,4.74,5.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,404,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,404,10,2012-03-07,11206.0,Wednesday,5.0,3.0,2012.0,,,,,1.0,1.0,0.0,1.18,5.0
